id,name,latitude,longitude,rating,numberOfReviews,priceRange,rawRanking,website,cuisine,dishes,features,phone,rankingString,locationString
7724689.0,Urban Eatery,-1.265588,36.802265,4.0,511,,4.350788593292236,http://www.urbaneatery.co.ke/,"Indian, Bar, Vegetarian Friendly, Vegan Options, Gluten Free Options","Noodle, Pasta, Frozen Yogurt, Burger, Salad, Waffles, Curry, Salmon, Prawns, Beef, Lamb, Pesto, Fish","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",+254 790 999149,"#30 of 1,048 places to eat in Nairobi",Nairobi
24091389.0,Humidor Bar & Lounge,-1.30228,36.816746,5.0,61,,4.546398162841797,http://www.radissonhotels.com/en-us/hotels/radisson-blu-nairobi-upper-hill,Pub,,"Outdoor Seating, Seating, Parking Available, Accepts Credit Cards",+254 709 810000,"#20 of 1,048 places to eat in Nairobi",Nairobi
23794120.0,Bambino Latin Italian Kitchen,-1.261644,36.803955,5.0,334,"KESÂ 177,883 - KESÂ 415,061",4.727697849273682,http://www.thefoodlibrary.co.ke/bambino,"Latin, Healthy","Pasta, Calamari, Lamb chops, Pesto","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Family style, Gift Cards Available",+254 712 524517,"#16 of 1,048 places to eat in Nairobi",Nairobi
11814084.0,The Larder,-1.302,36.81641,4.5,150,"KESÂ 1,482 - KESÂ 10,377",4.6732683181762695,https://www.radissonhotels.com/en-us/hotels/radisson-blu-nairobi-upper-hill/restaurant-bar,"Vegetarian Friendly, Vegan Options",Lamb,"Reservations, Buffet, Seating, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service, Takeout, Outdoor Seating, Highchairs Available",+254 709 810000,"#18 of 1,048 places to eat in Nairobi",Nairobi
13008340.0,Mercado - Mexican Kitchen & Bar,-1.260985,36.803837,4.5,729,"KESÂ 148,236 - KESÂ 370,590",4.72568416595459,http://mercado.co.ke,"Contemporary, Healthy, Street Food, Vegetarian Friendly, Vegan Options, Gluten Free Options","Burrito, Halloumi, Shrimp, Tacos, Fajitas, Nachos, Tres Leches, Pork","Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Buffet, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Family style, Sports bars",+254 700 245795,"#17 of 1,048 places to eat in Nairobi",Nairobi
1114238.0,Fogo Gaucho,-1.264153,36.801003,4.5,1332,"KESÂ 29,647 - KESÂ 37,059",4.581748962402344,http://www.fogogaucho.co.ke,"Brazilian, Barbecue, Gluten Free Options","Ribs, Shrimp, Salad, Prawns, Beef, Lamb, Fish, Pork","Takeout, Buffet, Seating, Parking Available, Street Parking, Free off-street parking, Television, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Validated Parking, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts Credit Cards, Outdoor Seating, Live Music",+254 712 123456,"#19 of 1,048 places to eat in Nairobi",Nairobi
23958932.0,Botanica - Kitchen & Gin Bar,-1.265251,36.801746,5.0,290,"KESÂ 177,883 - KESÂ 415,061",4.730460643768311,http://www.thefoodlibrary.co.ke/botanica-2/,"French, American, Asian, Healthy, Indonesian","Burger, Ribs, Calamari, Pork","Delivery, Reservations, Seating, Parking Available, Valet Parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Live Music, Family style, Gift Cards Available",+254 735 065865,"#15 of 1,048 places to eat in Nairobi",Nairobi
23957695.0,MeSo - Modern Asian Izakaya,-1.257227,36.803207,5.0,264,"KESÂ 177,883 - KESÂ 415,061",4.791626930236816,http://www.thefoodlibrary.co.ke/meso/,"Chinese, Japanese, Healthy","Noodle, Shrimp, Tempura, Ramen, Tacos, Gyoza, Sashimi, Pork","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Family style, Gift Cards Available",+254 794176355,"#11 of 1,048 places to eat in Nairobi",Nairobi
18961259.0,Hero Restaurant,-1.230641,36.804108,5.0,371,,4.781705856323242,http://eatapp.co/reserve/hero-restaurant-8ee625?source=facebook_integration&fbclid=IwAR1ym6zhAMDcgbv3kewowSINZxvKLo9Wi8zSPkC2Do9drU19l8iGdITZcSg,"Sushi, Asian, Healthy, Japanese Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options","Chili, Lamb chops, Salmon, Prawns, Lamb, Pork","Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Wine and Beer, Non-smoking restaurants",+254 732 186666,"#12 of 1,048 places to eat in Nairobi",Nairobi
15213862.0,Harvest Restaurant,-1.230338,36.80443,5.0,701,"KESÂ 741 - KESÂ 10,377",4.798195838928223,http://www.harvestkenya.com,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Pasta, Ribs, Salad, Wings, Lamb chops, Salmon, Beef, Lamb, Pesto, Fish, Pork","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Buffet, Wine and Beer, Digital Payments",+254730886000,"#9 of 1,048 places to eat in Nairobi",Nairobi
17847946.0,INTI - A Nikkei Experience,-1.265285,36.801765,5.0,1479,"KESÂ 222,354 - KESÂ 592,944",4.795487403869629,https://www.thefoodlibrary.co.ke/inti/,"Peruvian, Sushi, Asian, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options","Ceviche, Wings, Salmon, Fish","Delivery, Takeout, Reservations, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Family style, Non-smoking restaurants, Gift Cards Available",+254 735 065945,"#10 of 1,048 places to eat in Nairobi",Nairobi
20151172.0,Mawimbi Seafood Restaurant,-1.277741,36.818127,5.0,998,"KESÂ 163,060 - KESÂ 511,414",4.819755554199219,https://www.mawimbirestaurant.com/,"Asian, Grill, Japanese Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options","Crab, Lobster, Oyster, Salmon, Tuna, Prawns, Seafood Platters, Fish","Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Buffet, Free off-street parking, Wine and Beer, Digital Payments, Live Music, Family style, Gift Cards Available",+254 758 956805,"#8 of 1,048 places to eat in Nairobi",Nairobi
23640331.0,Jakoni,-1.299698,36.795124,5.0,105,KESÂ 148,4.855213165283203,http://jakoni.co.ke,,Burger,"Wine and Beer, Family style",+254 114 757601,"#4 of 1,048 places to eat in Nairobi",Nairobi
15319586.0,Mama Rocks Gourmet Burgers - Kilimani,-1.292081,36.782238,5.0,210,,4.776749610900879,http://www.mamarocksburgers.com,Vegan Options,"Burger, Wings","Table Service, Takeout, Seating",+254 705 155155,"#13 of 1,048 places to eat in Nairobi",Nairobi
16659029.0,CJ's - Village Market,-1.229433,36.804634,5.0,1507,,4.954130172729492,http://cjs.co.ke/,"Cafe, International, Vegetarian Friendly, Vegan Options","Juice & Smoothies, Salad, Wings","Seating, Accepts Credit Cards, Table Service, Delivery, Takeout, Reservations, Parking Available, Digital Payments, Free Wifi",+254 796 000090,"#1 of 1,048 places to eat in Nairobi",Nairobi
24014480.0,Slate - Kitchen & Bar,-1.261718,36.804573,5.0,665,"KESÂ 222,354 - KESÂ 518,826",4.831930637359619,http://www.thefoodlibrary.co.ke/slate/,"African, Asian, Healthy","Wings, Salmon, Prawns, Beef, Duck, Pork","Delivery, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Family style, Gift Cards Available",+254 745 560272,"#5 of 1,048 places to eat in Nairobi",Nairobi
2341395.0,Jiko,-1.226445,36.80535,5.0,1095,"KESÂ 741 - KESÂ 11,859",4.882212162017822,http://www.jikoafrica.com,"International, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options","Burger, Ribs, Salmon, Prawns, Beef, Lamb, Pork","Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Validated Parking",+254732186601,"#3 of 1,048 places to eat in Nairobi",Nairobi
23817648.0,CJs Kilimani,-1.292244,36.78589,5.0,221,,4.826723575592041,http://www.cjs.co.ke,"American, Caribbean, African, Asian",,"Delivery, Takeout, Reservations, Outdoor Seating, Parking Available, Accepts Credit Cards, Non-smoking restaurants",+254 712 000033,"#6 of 1,048 places to eat in Nairobi",Nairobi
14008730.0,CJ's Koinange,-1.283179,36.818413,5.0,1268,"KESÂ 14,824 - KESÂ 16,306",4.822083473205566,http://www.cjs.co.ke,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Juice & Smoothies, Chicken Wings, Burger, Salad, Wings, Curry, Beef, Fish","Takeout, Reservations, Seating, Free Wifi, Table Service, Parking Available, Digital Payments, Accepts Credit Cards, Non-smoking restaurants",+254 792 000090,"#7 of 1,048 places to eat in Nairobi",Nairobi
12626874.0,Ankole Grill Kilimani,-1.289281,36.783157,4.0,140,"KESÂ 44,471 - KESÂ 474,355",3.675410032272339,http://www.ankole.co.ke,"African, Bar, Grill, Vegetarian Friendly, Vegan Options, Gluten Free Options","Burger, Wings, Chili, Lamb, Fish, Pork","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar",+254 710 202020,"#64 of 1,048 places to eat in Nairobi",Nairobi
17724039.0,The View,-1.261079,36.80485,4.5,73,,3.774771451950073,https://www.movenpick.com/en/africa/kenya/nairobi/hotel-residences-nairobi/restaurants/the-view/?utm_source=google&utm_medium=local&utm_campaign=glocal+the-view-rest,,"Lamb, Pork","Reservations, Seating",+254 709 548183,"#58 of 1,048 places to eat in Nairobi",Nairobi
4421811.0,Tapas Ceviche Bar Nairobi,-1.257588,36.80319,4.0,168,,3.814281225204468,http://www.tapas.co.ke/tapas-menu.png,"European, Spanish, Bar, Vegetarian Friendly, Vegan Options","Ceviche, Paella, Calamari, Patatas Bravas, Prawns, Beef, Fish","Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Table Service, Reservations",+254 726 303030,"#53 of 1,048 places to eat in Nairobi",Nairobi
1099597.0,Misono,-1.300213,36.781944,4.5,154,"KESÂ 3,706 - KESÂ 5,929",3.7809107303619385,http://www.mymisono.com,"Sushi, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options","Tempura, Salmon, Prawns, Fish Soup, Sashimi, Fish","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar",+254 722 530204,"#57 of 1,048 places to eat in Nairobi",Nairobi
8826537.0,45 Degrees Kitchen,-1.226986,36.863926,4.5,126,,3.66366982460022,http://www.45degrees.kitchen,"French, European, Vegetarian Friendly, Vegan Options","Crab, Crab Cake, Salad, Risotto, Beef, Cakes, Fish","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Highchairs Available",+254 705 151086,"#66 of 1,048 places to eat in Nairobi",Nairobi
3452474.0,Sierra Brasserie,-1.2923,36.78498,4.0,122,,3.673357963562012,http://www.sierrapremium.com/,"Contemporary, Bar, Vegetarian Friendly","Burger, Salad, Wings, Salmon, Beef, Fish","Takeout, Full Bar, Reservations, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Cash Only, Accepts Credit Cards, Outdoor Seating",+254 20 8068594,"#65 of 1,048 places to eat in Nairobi",Nairobi
24174865.0,Mama Rocks Gourmet Burgers - Mega Mall,-1.290179,36.81919,5.0,26,,3.695305585861206,http://www.mamarocksburgers.com,African,"Burger, Wings",,+254 705 155155,"#62 of 1,048 places to eat in Nairobi",Nairobi
2640938.0,Chowpaty,-1.265561,36.80506,4.0,214,,3.638982534408569,http://www.chowpatyrestaurants.com,"Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options","Juice & Smoothies, Chili","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Highchairs Available",+254 733 999995,"#67 of 1,048 places to eat in Nairobi",Nairobi
1141042.0,Artcaffe,-1.25876,36.805458,4.0,815,"KESÂ 741 - KESÂ 2,965",3.787893533706665,http://artcaffe.co.ke,"Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options","Juice & Smoothies, Sandwiches, Pasta, Burger, Lasagne, Salad, Eggs Benedict, Lamb, Pesto, Cakes, Fish","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music",+254 717 193895,"#56 of 1,048 places to eat in Nairobi",Nairobi
15360946.0,"La Terrazza Italian Restaurant, Lounge & Art Gallery",-1.300277,36.781536,4.5,94,"KESÂ 1,482 - KESÂ 7,412",3.628004550933838,http://laterrazzarestaurant.co.ke/,"Pizza, Mediterranean, European, Neapolitan, Campania, Tuscan, Romana, Lazio, Sicilian, Central-Italian, Southern-Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options","Pasta, Pesto, Fish","Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Full Bar, Accepts Credit Cards",+254 703 440486,"#69 of 1,048 places to eat in Nairobi",Nairobi
7596773.0,Fogo Gaucho,-1.29083,36.783066,4.0,139,"KESÂ 2,965 - KESÂ 4,447",3.7315056324005127,http://www.fogogaucho.co.ke,Barbecue,"Ribs, Salad, Prawns, Beef, Lamb, Fish, Pork","Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Full Bar, Accepts Credit Cards",+254 715 414141,"#61 of 1,048 places to eat in Nairobi",Nairobi
2269080.0,Brew Bistro & Lounge,-1.299353,36.765427,4.0,388,,3.7710208892822266,http://thebigfivebreweries.com/,"European, Pub, International","Burger, Tapas, Wings, Calamari, Beef, Lamb","Reservations, Outdoor Seating, Seating, Parking Available, Television, Serves Alcohol, Full Bar, Free Wifi, Live Music",+254 731 006068,"#59 of 1,048 places to eat in Nairobi",Nairobi
6507827.0,Lucca,-1.271522,36.808662,4.0,248,,3.835245370864868,http://www.kempinski.com/en/nairobi/hotel-villa-rosa/dining/restaurants/lucca/,"Pizza, Mediterranean, European, Tuscan, Central-Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options","Pasta, Lasagne, Salad, Lamb chops, Risotto, Tiramisu, Focaccia, Bolognese, Salmon, Beef, Lamb, Pesto, Fish","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Live Music",+254 20 3603000,"#52 of 1,048 places to eat in Nairobi",Nairobi
1214153.0,Furusato Japanese Restaurant,-1.255684,36.806877,4.0,344,,3.694227457046509,http://www.facebook.com/FurusatoNairobi/,"Sushi, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options","Noodle, Lobster, Tempura, Salad, Salmon, Tuna, Prawns, Fish Soup, Beef, Gyoza, Sashimi, Fish","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards",+254 722 488706,"#63 of 1,048 places to eat in Nairobi",Nairobi
3264614.0,Flame Tree Restaurant,-1.28982,36.810555,4.5,172,"KESÂ 1,334 - KESÂ 5,188",3.864079236984253,http://www.sarovahotels.com/panafric/dining,"European, Vegetarian Friendly, Vegan Options, Gluten Free Options","Juice & Smoothies, Burger, Salad, Prawns, Lamb, Pork","Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service, Highchairs Available, Free Wifi",+254 709 111000,"#51 of 1,048 places to eat in Nairobi",Nairobi
1986396.0,Seven Seafood & Grill,-1.259951,36.776424,4.0,421,,3.939448356628418,http://www.experienceseven.com/,"Gluten Free Options, Vegetarian Friendly","Crab, Fish & Chips, Burger, Lasagne, Lobster, Oyster, Paella, Shrimp, Salad, Calamari, Chili, Risotto, Salmon, Tuna, Prawns, Octopus, Seafood Platters, Beef, Duck, Fish","Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Reservations, Accepts Credit Cards",+254 737 776677,"#46 of 1,048 places to eat in Nairobi",Nairobi
5029895.0,Baraka Restaurant,-1.300354,36.815372,4.5,64,,3.80485463142395,http://www.facebook.com/MercureNairobi,Vegetarian Friendly,,"Reservations, Parking Available, Serves Alcohol, Digital Payments, Free Wifi, Outdoor Seating, Buffet, Seating, Table Service",+254 20 2746040,"#54 of 1,048 places to eat in Nairobi",Nairobi
5038688.0,360 Degrees Pizza - ABC Place,-1.259592,36.776505,4.0,276,"KESÂ 59,294 - KESÂ 296,472",3.866434574127197,http://www.360degreespizza.com/,"Vegetarian Friendly, Vegan Options","Pasta, Salad, Prosciutto, Meatballs, Gelato, Pesto","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi",+254 733 360360,"#49 of 1,048 places to eat in Nairobi",Nairobi
12919341.0,Fonda NBO,-1.216161,36.79926,4.5,210,"KESÂ 2,224 - KESÂ 5,188",3.955868244171143,http://fondanbo.com/,"Latin, Central American, Street Food, Vegetarian Friendly, Vegan Options, Gluten Free Options","Tortillas, Fish Taco, Tacos, Queso, Tres Leches, Beef, Lamb, Fish, Pork","Takeout, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Reservations",+2 54 748 458 856,"#42 of 1,048 places to eat in Nairobi",Nairobi
1104866.0,Thai Chi Restaurant - The Stanley Hotel,-1.284044,36.82303,4.5,347,"KESÂ 5,929 - KESÂ 7,412",3.8642711639404297,http://www.sarovahotels.com/stanley-nairobi/culinary-experiences/thai-chi.html,"Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options","Noodle, Pad Thai, Salad, Chili, Curry, Green Curry, Prawns, Beef, Duck, Lamb, Fish, Pork","Reservations, Seating, Parking Available, Valet Parking, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Wheelchair Accessible",+254 20 2757000,"#50 of 1,048 places to eat in Nairobi",Nairobi
12119585.0,Mama Rocks Gourmet Burgers - The Alchemist,-1.262315,36.803654,4.5,77,"KESÂ 1,038 - KESÂ 1,482",3.8736491203308105,http://www.mamarocksburgers.com,"International, Fusion, Street Food, Vegetarian Friendly",Burger,"Takeout, Parking Available, Street Parking, Television, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Delivery, Seating, Wheelchair Accessible, Serves Alcohol",+254 705 801230,"#48 of 1,048 places to eat in Nairobi",Nairobi
3794631.0,Abyssinia,-1.258031,36.7874,4.5,252,,3.985084772109986,http://www.abyssiniarestaurantnairobi.com/,"Ethiopian, Vegetarian Friendly, Vegan Options","Juice & Smoothies, Beef, Lamb","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",+254 725 151515,"#41 of 1,048 places to eat in Nairobi",Nairobi
16658568.0,The Grilll Shack Kenya,-1.256944,36.803333,4.5,184,,3.9997942447662354,http://www.thegrilllshackkenya.co.ke/,"Steakhouse, Bar, Barbecue, Vegan Options, Gluten Free Options","Cheeseburger, Burger, Ribs, Salad, Lamb chops, Beef","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Digital Payments",+254 700 935512,"#38 of 1,048 places to eat in Nairobi",Nairobi
7789848.0,Sikia Fine Dining Restaurant,-1.300669,36.81499,5.0,106,,3.987764835357666,http://www.ihg.com/crowneplaza/hotels/us/en/nairobi/nbocp/hoteldetail/dining#,"European, Vegetarian Friendly, Vegan Options, Gluten Free Options","Salad, Calamari, Salmon","Reservations, Seating, Parking Available, Serves Alcohol, Digital Payments, Free Wifi, Full Bar",+254 20 2746061,"#39 of 1,048 places to eat in Nairobi",Nairobi
12394465.0,Hob House,-1.225585,36.76861,4.5,58,"KESÂ 445 - KESÂ 2,965",3.604997396469116,https://www.hobhouse.co/,"Healthy, Middle Eastern, Mediterranean, Vegetarian Friendly, Vegan Options, Halal",Falafel,"Gift Cards Available, Delivery, Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Street Parking, Free off-street parking, Digital Payments",+254 702 076969,"#72 of 1,048 places to eat in Nairobi",Nairobi
4359379.0,Java House,-1.23285,36.87788,4.0,108,,3.59734845161438,http://www.nairobijavahouse.com/java-location/our-restaurants,Vegetarian Friendly,"Sandwiches, Burger, Salad","Takeout, Seating, Wheelchair Accessible, Table Service, Outdoor Seating, Parking Available",+254 725 395307,"#75 of 1,048 places to eat in Nairobi",Nairobi
1214174.0,Thorn Tree Cafe,-1.28289,36.82198,4.0,217,,3.6218550205230713,http://www.sarovahotels.com/stanley/dining_thorn_tree_cafe.aspx,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Ice Cream, Burger, Salad, Lamb, Cakes","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Delivery, Outdoor Seating, Full Bar, Free Wifi",+254 23 33283,"#70 of 1,048 places to eat in Nairobi",Nairobi
13089847.0,Zen Garden,-1.244406,36.76965,4.0,498,,3.919244527816773,http://www.zengarden.co.ke/,"Chinese, Japanese, Sushi, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options","Juice & Smoothies, Noodle, Pasta, Dim Sum, Dumplings, Burger, Tempura, Salad, Pancakes, Wings, Chili, Curry, Green Curry, Lettuce Wraps, Prawns, Beef, Duck, Pesto, Cakes, Fried rice, Sashimi, Fish, Pork","Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Playgrounds",+254 20 8034445,"#47 of 1,048 places to eat in Nairobi",Nairobi
12088461.0,Utamu Restaurant,-1.265468,36.79855,4.5,52,"KESÂ 1,482 - KESÂ 3,706",3.494285821914673,http://www.ibisstylesnairobi.com/dining/,"Pizza, Cafe, International, European, Grill, Contemporary, Fusion, Healthy, Wine Bar, Vegetarian Friendly, Vegan Options",,"Takeout, Reservations, Seating, Serves Alcohol, Delivery, Outdoor Seating, Buffet, Private Dining, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",+254 724 285447,"#100 of 1,048 places to eat in Nairobi",Nairobi
19916147.0,Peppertree,-1.25773,36.84674,4.5,35,"KESÂ 177,883 - KESÂ 667,062",3.4677209854125977,http://www.peppertreekenya.com,"Bar, Asian, Grill, Gastropub",Wings,"Reservations, Seating, Table Service, Delivery, Takeout, Free off-street parking, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",+254 721 172950,"#106 of 1,048 places to eat in Nairobi",Nairobi
8727190.0,Tambourin,-1.271561,36.80874,4.5,100,"KESÂ 296,472 - KESÂ 518,826",3.620503425598145,http://www.kempinski.com,"Lebanese, Mediterranean, Vegan Options, Halal, Vegetarian Friendly","Hummus, Lamb","Reservations, Seating, Serves Alcohol, Parking Available",+254 20 3603000,"#71 of 1,048 places to eat in Nairobi",Nairobi
1910872.0,Lord Delamere Terrace,-1.278416,36.816414,4.0,106,,3.497598171234131,http://www.fairmont.com/norfolk-hotel-nairobi/dining/lorddelamereterrace/,"Contemporary, International, Gluten Free Options","Juice & Smoothies, Salad, Fish","Takeout, Seating, Parking Available, Validated Parking, Valet Parking, Free off-street parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Table Service, Outdoor Seating, Accepts Credit Cards",+254 20 2265000,"#97 of 1,048 places to eat in Nairobi",Nairobi
3187290.0,Trattoria Ristorante & Pizzeria,-1.285448,36.822105,3.5,382,,3.5166447162628174,http://trattoria.co.ke,"Pizza, Mediterranean, European, Vegetarian Friendly","Pasta, Salad, Risotto, Salmon, Lamb, Pesto, Fish, Pork","Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",2542240205,"#94 of 1,048 places to eat in Nairobi",Nairobi
8374876.0,Graze,-1.262547,36.802223,4.0,136,,3.599339246749878,http://www.sankara.com/en/dining/graze-steakhouse.html,,"T-Bone Steak, Tuna, Prawns, Beef","Reservations, Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Outdoor Seating, Full Bar",+254 20 4208000,"#74 of 1,048 places to eat in Nairobi",Nairobi
4209665.0,Mambo Italia Lavington,-1.27823,36.76975,4.0,203,,3.4944770336151123,http://www.mambo-italia.com,"Pizza, European, Vegetarian Friendly, Vegan Options","Pasta, Lasagne, Salad, Wings, Gelato, Pesto","Gift Cards Available, Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Playgrounds",+254 709 670000,"#99 of 1,048 places to eat in Nairobi",Nairobi
10082726.0,Wasp and Sprout,-1.251939,36.756596,4.5,97,,3.4663774967193604,http://www.waspandsprout.com/,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Burger, Salad, Waffles","Reservations, Seating, Highchairs Available, Serves Alcohol, Free Wifi",+254 799 873422,"#107 of 1,048 places to eat in Nairobi",Nairobi
10769392.0,Kilimanjaro jamia,-1.282758,36.82155,4.0,97,,3.4736640453338623,http://www.kilimanjarojamia.com/,"Vegetarian Friendly, Vegan Options",Juice & Smoothies,"Reservations, Seating, Table Service, Takeout",+254 729 923333,"#105 of 1,048 places to eat in Nairobi",Nairobi
5930835.0,Bhandini Restaurant,-1.288186,36.818916,4.0,97,,3.462411403656006,http://intercontinental.com/nairobi,"Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",Curry,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Parking Available",+254 713 600609,"#108 of 1,048 places to eat in Nairobi",Nairobi
